anime_id,name,genre,type,episodes,rating,members
1247,"Project BLUE Chikyuu SOS","Adventure, Comedy, Sci-Fi, Shounen",TV,6,6.84,1892
2511,"Sengoku Majin Goushougun: Toki no Etranger","Action, Sci-Fi",Movie,1,6.83,1027
1103,"Shinkon Gattai Godannar!!","Comedy, Ecchi, Mecha, Romance, Sci-Fi",TV,13,6.83,8688
926,"Transformers Victory","Adventure, Mecha, Sci-Fi, Shounen",TV,44,6.83,1418
21845,"Ushinawareta Mirai wo Motomete","Drama, Romance, School, Sci-Fi",TV,12,6.83,47565
1802,"Dirty Pair Flash","Action, Adventure, Comedy, Ecchi, Police, Sci-Fi",OVA,6,6.82,4505
2635,"Doraemon: Featherplace","Comedy, Fantasy, Kids, Sci-Fi, Shounen",Special,1,6.82,430
5973,"Fight Ippatsu! Juuden-chan!!","Comedy, Ecchi, Sci-Fi, Shounen",TV,12,6.82,20279
271,"Gad Guard","Adventure, Mecha, Sci-Fi, Shounen",TV,26,6.82,8315
18247,"IS: Infinite Stratos 2","Action, Comedy, Harem, Mecha, Sci-Fi",TV,12,6.82,146979
33741,"Mobile Police Patlabor Reboot","Comedy, Mecha, Police, Sci-Fi",Movie,1,6.82,2303
23067,"Tenkai Knights","Action, Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen, Super Power",TV,52,6.82,1249
3069,"Yamato yo Towa ni","Action, Adventure, Drama, Military, Sci-Fi, Space",Movie,1,6.82,1148
288,"Bakuten Shoot Beyblade","Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",TV,51,6.81,49467
31050,"Cyborg 009 VS Devilman","Action, Demons, Sci-Fi, Shounen, Super Power, Supernatural",OVA,3,6.81,3081
2795,"Dragonaut: The Resonance","Action, Drama, Fantasy, Mecha, Romance, Sci-Fi",TV,25,6.81,45265
6733,"Ginga Tetsudou 999: Kimi wa Senshi no You ni Ikirareru ka?","Drama, Sci-Fi, Space",Special,1,6.81,783
4808,"Hurricane Polymar","Action, Adventure, Police, Sci-Fi, Super Power",TV,26,6.81,738
86,"Mobile Suit Gundam ZZ","Comedy, Drama, Mecha, Military, Sci-Fi, Space",TV,47,6.81,17517
9040,"Mokei Senshi Gunpla Builders Beginning G","Action, Mecha, Sci-Fi, Shounen",Special,3,6.81,2995
21177,"Nobunaga the Fool","Action, Historical, Mecha, Sci-Fi",TV,24,6.81,59815
919,"Ray The Animation","Drama, Romance, Sci-Fi",TV,13,6.81,7756
420,"Spriggan","Adventure, Military, Sci-Fi, Shounen",Movie,1,6.81,13256
10702,"Tekken: Blood Vengeance","Action, Fantasy, Martial Arts, Sci-Fi, Supernatural",Movie,1,6.81,12816
1675,"Transformers Micron Densetsu","Action, Mecha, Sci-Fi, Shounen",TV,52,6.81,5095
373,"Bannou Bunka Neko-Musume","Adventure, Comedy, Mecha, Sci-Fi, Seinen",OVA,6,6.8,6122
2089,"Choujikuu Seiki Orguss","Action, Adventure, Mecha, Romance, Sci-Fi, Shounen",TV,35,6.8,2271
63,"DearS","Comedy, Ecchi, Harem, Romance, Sci-Fi",TV,12,6.8,91037
385,"Gilgamesh","Drama, Fantasy, Sci-Fi, Supernatural",TV,26,6.8,25332
10470,"God Eater Prologue","Action, Fantasy, Military, Sci-Fi",Special,1,6.8,19414
2603,"Mushi-Uta","Action, Fantasy, Sci-Fi",TV,12,6.8,11867
2299,"Uchuu no Kishi Tekkaman Blade OVA: Burning Clock","Action, Mecha, Sci-Fi, Shounen",OVA,1,6.8,1120
23931,"Uchuu Senkan Yamato 2199: Tsuioku no Koukai","Action, Drama, Military, Sci-Fi, Space",Special,1,6.8,950
937,"Appleseed","Action, Adventure, Mecha, Police, Sci-Fi",OVA,1,6.79,16552
3271,"Bakuto Sengen Daigander","Adventure, Mecha, Sci-Fi, Shounen",TV,39,6.79,1174
9001,"Je T&#039;aime","Sci-Fi",OVA,1,6.79,3830
2106,"Kiss Dum: Engage Planet","Mecha, Military, Sci-Fi",TV,26,6.79,6658
12503,"Mirai Nikki (TV): Ura Mirai Nikki","Action, Comedy, Mystery, Psychological, Shounen, Supernatural, Thriller",Special,10,6.79,32565
1618,"Soreyuke! Uchuu Senkan Yamamoto Yohko (1999)","Action, Adventure, Sci-Fi",TV,26,6.79,2430
1544,"Super Robot Taisen OG The Animation","Mecha, Sci-Fi, Shounen, Space",OVA,3,6.79,2653
1737,"Uchuu Senshi Baldios","Adventure, Drama, Mecha, Sci-Fi, Shounen, Space",TV,34,6.79,600
2042,"Five Star Stories","Action, Drama, Fantasy, Mecha, Sci-Fi",Movie,1,6.78,5343
3381,"Fushigi no Umi no Nadia Specials","Adventure, Sci-Fi",Special,10,6.78,1927
6653,"Ginga Tetsudou 999: Glass no Clair","Drama, Sci-Fi, Space",Movie,1,6.78,1134
3085,"Koharu Biyori","Comedy, Ecchi, Sci-Fi",OVA,3,6.78,14560
222,"Mezzo DSA","Action, Adventure, Comedy, Mystery, Sci-Fi",TV,13,6.78,11750
32962,"Occultic;Nine","Mystery, Sci-Fi",TV,12,6.78,82532
17573,"Planetarium Uchuu Kyoudai: Itten no Hikari","Comedy, Sci-Fi, Seinen, Slice of Life",Movie,1,6.79,2800
2033,"Tamala 2010: A Punk Cat in Space","Comedy, Dementia, Psychological, Sci-Fi",Movie,1,6.78,3343
1669,"Bakuten Shoot Beyblade 2002","Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",TV,51,6.77,27959
1136,"Betterman","Action, Adventure, Comedy, Drama, Horror, Mecha, Mystery, Psychological, Sci-Fi, Shounen",TV,26,6.77,8037
4503,"Choujikuu Kidan Southern Cross","Action, Drama, Mecha, Sci-Fi",TV,23,6.77,3855
2650,"Doraemon Movie: Boku, Momotarou no Nanna no Sa","Adventure, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,6.77,591
13731,"Eureka Seven: New Order","Adventure, Drama, Mecha, Romance, Sci-Fi",Special,1,6.77,5900
3481,"Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu","Action, Mecha, Sci-Fi, Shounen",Movie,1,6.77,1179
1409,"IGPX: Immortal Grand Prix","Mecha, Sci-Fi, Shounen, Sports",TV,5,6.77,2392
12991,"Katte ni Kaizou Specials","Comedy, Parody, School, Sci-Fi, Shounen",Special,3,6.77,1736
10005,"Tetsujin 28-gou: Hakuchuu no Zangetsu","Action, Adventure, Mecha, Sci-Fi",Movie,1,6.77,404
11755,"009 Re:Cyborg","Action, Adventure, Mecha, Sci-Fi",Movie,1,6.76,8307
1962,"Chikyuu Bouei Kazoku","Action, Comedy, Sci-Fi, Shounen",TV,13,6.76,726
4712,"Digimon Savers: Agumon! Gaomon! Lalamon! Bakuretsu! Jougai Last Battle!","Action, Adventure, Comedy, Fantasy, Sci-Fi, Supernatural",Special,1,6.76,4327
2319,"Freedom Previsited","Action, Adventure, Sci-Fi",OVA,1,6.76,1990
1660,"Kurogane Communication","Action, Adventure, Drama, Sci-Fi",TV,24,6.76,2928
4052,"Medarot Damashii","Action, Adventure, Sci-Fi",TV,39,6.76,9590
17655,"Mobile Suit Gundam AGE: Memory of Eden","Action, Drama, Mecha, Military, Sci-Fi",OVA,2,6.76,2405
3366,"Persona: Trinity Soul","Action, Sci-Fi, Super Power",TV,26,6.76,48744
298,".hack//Tasogare no Udewa Densetsu","Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen",TV,12,6.75,47679
1149,"Choujuushin Gravion Zwei","Adventure, Comedy, Mecha, Sci-Fi, Shounen",TV,12,6.75,5808
2627,"Doraemon: It&#039;s New Year!","Comedy, Kids, Sci-Fi, Shounen",Special,1,6.75,476
236,"E&#039;s Otherwise","Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural",TV,26,6.75,11704
7285,"Ginga Tetsudou 999: Diamond Ring no Kanata e","Adventure, Drama, Sci-Fi",Movie,1,6.75,745
1706,"Gun Frontier","Action, Adventure, Drama, Historical, Sci-Fi, Seinen",TV,13,6.75,4732
1466,"Hakugei Densetsu","Adventure, Sci-Fi",TV,26,6.75,1387
6087,"Jetter Mars","Action, Drama, Mecha, Sci-Fi",TV,27,6.75,382
3464,"Kemeko Deluxe!","Action, Comedy, Ecchi, Romance, School, Sci-Fi, Shounen",TV,12,6.75,26991
24075,"Persona 4 the Golden Animation","Adventure, Mystery, School, Sci-Fi, Super Power, Supernatural",TV,12,6.75,39165
5742,"Space Cobra Pilot","Action, Adventure, Sci-Fi, Space",Special,1,6.75,873
421,"Stratos 4","Comedy, Military, Sci-Fi, Shounen",TV,13,6.75,6909
928,"Transformers Galaxy Force","Adventure, Mecha, Sci-Fi, Shounen",TV,52,6.75,2790
347,"Wild Arms: Twilight Venom","Action, Adventure, Fantasy, Magic, Sci-Fi, Vampire",TV,22,6.75,4750
299,".hack//Liminality","Game, Mystery, Sci-Fi",OVA,4,6.74,24304
1998,"Amazing Nuts!","Adventure, Music, Police, Romance, Sci-Fi",Music,4,6.74,6650
1194,"Coyote Ragtime Show","Action, Adventure, Comedy, Mecha, Sci-Fi, Shounen",TV,12,6.74,13036
782,"Gasaraki","Drama, Mecha, Military, Psychological, Supernatural",TV,25,6.74,10770
7090,"Madou King Granzort: Saigo no Magical Taisen","Action, Comedy, Fantasy, Magic, Mecha, Sci-Fi, Shounen",OVA,2,6.74,214
10156,"Sacred Seven","Action, School, Sci-Fi, Super Power",TV,12,6.74,47136
1480,"Sky Girls OVA","Mecha, Military, Sci-Fi",OVA,1,6.74,5673
2419,"Spirit of Wonder: China-san no Yuuutsu","Romance, Sci-Fi, Seinen",OVA,1,6.74,1947
175,"Tokyo Underground","Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",TV,26,6.74,17920
10689,"Appleseed XIII Remix Movie 1: Yuigon","Action, Mecha, Military, Police, Sci-Fi",Movie,1,6.74,2478
1187,"DNA² OVA","Comedy, Drama, Sci-Fi",OVA,3,6.73,8003
8546,"Dr. Slump Movie 02: &quot;Hoyoyo!&quot; Uchuu Daibouken","Comedy, Sci-Fi, Shounen",Movie,1,6.73,596
5945,"Element Hunters","Sci-Fi, Shounen",TV,39,6.73,9115
10949,"Ghost in the Shell: Stand Alone Complex - Tachikoma no Hibi Fan Disc","Comedy, Mecha, Sci-Fi",Special,3,6.73,3159
31617,"Ghost in the Shell: The New Movie Virtual Reality Diver","Police, Sci-Fi, Seinen",Special,1,6.73,2575
3900,"Ougon Bat","Action, Sci-Fi, Super Power",TV,52,6.73,446
1296,"Project A-Ko 2: Daitokuji Zaibatsu no Inbou","Action, Comedy, Mecha, Sci-Fi, Super Power",OVA,1,6.73,2876
1232,"Saber Marionette R","Action, Comedy, Harem, Mecha, Sci-Fi",OVA,3,6.73,4928
2497,"Shin Cutey Honey","Adventure, Comedy, Ecchi, Magic, Sci-Fi",OVA,8,6.73,3455
5833,"Tondemo Senshi Muteking","Action, Comedy, Kids, Magic, Mecha, Sci-Fi, Shounen, Super Power",TV,56,6.73,243
5022,"Toushi Gordian","Action, Mecha, Sci-Fi",TV,73,6.73,310
2288,"Akihabara Dennou-gumi","Adventure, Mecha, Sci-Fi, Shoujo",TV,26,6.72,3935
3232,"Bannou Bunka Neko-Musume Specials","Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen",Special,2,6.72,950
3952,"Blue Seed 1.5","Comedy, Romance, Sci-Fi",OVA,2,6.72,1326
1672,"Bomberman B-Daman Bakugaiden","Comedy, Sci-Fi, Shounen",TV,48,6.72,1419
5266,"Choujuu Kishin Dancougar: God Bless Dancougar","Action, Mecha, Sci-Fi",OVA,1,6.72,667
1853,"Cutey Honey F","Action, Adventure, Comedy, Magic, Romance, Sci-Fi, Shoujo",TV,39,6.72,3495
12347,"Dirty Pair Flash 3","Action, Adventure, Comedy, Ecchi, Police, Sci-Fi",OVA,5,6.72,1450
7666,"Dr. Slump Movie 01: Arale-chan Hello! Fushigi Shima","Comedy, Sci-Fi, Shounen",Movie,1,6.72,916
6028,"Dr. Slump Movie 04: Arale-chan Hoyoyo! Nanaba Shiro no Hihou","Comedy, Sci-Fi, Shounen",Movie,1,6.72,686
225,"Dragon Ball GT","Action, Adventure, Comedy, Fantasy, Magic, Sci-Fi, Shounen, Super Power",TV,64,6.72,226625
18989,"Ghost in the Shell: Arise - Another Mission","Action, Mecha, Police, Sci-Fi",Special,1,6.72,6649
4119,"Juushin Liger","Action, Mecha, Sci-Fi",TV,43,6.72,575
23133,"M3: Sono Kuroki Hagane","Action, Drama, Mecha, Mystery, Psychological, Sci-Fi",TV,24,6.72,38301
1165,"Sakura Taisen: Ouka Kenran","Adventure, Mecha, Sci-Fi, Shounen",OVA,4,6.72,2890
2284,"Transformers: Car Robots","Adventure, Comedy, Mecha, Sci-Fi, Shounen",TV,39,6.72,2524
3963,"Turn A Gundam I Movie: Earth Light","Action, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,6.72,2444
6672,"Video Senshi Lezarion","Action, Mecha, Sci-Fi",TV,45,6.72,344
1143,".hack//Intermezzo","Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi",Special,1,6.71,16637
1177,"Alien 9","Horror, School, Sci-Fi",OVA,4,6.71,15425
1670,"Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi","Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",Movie,1,6.71,5334
370,"Burn Up Excess","Action, Adventure, Comedy, Ecchi, Police, Sci-Fi, Shounen",TV,13,6.71,6402
2769,"Galactic Patrol Lensman","Action, Adventure, Sci-Fi",TV,25,6.71,487
2067,"Gekiganger 3: The Movie","Action, Comedy, Mecha, Parody, Sci-Fi, Shounen",OVA,1,6.71,2562
622,"Natsu-iro no Sunadokei","Drama, Romance, Sci-Fi",OVA,2,6.71,6327
10308,"Sengoku Otome: Momoiro Paradox","Action, Comedy, Historical, Samurai, Sci-Fi, Super Power",TV,13,6.71,27080
1130,"Windaria","Action, Drama, Fantasy, Romance, Sci-Fi",Movie,1,6.71,4905
3325,"Yuusha Exkaiser","Action, Mecha, Sci-Fi, Shounen",TV,48,6.71,648
1673,"Bomberman B-Daman Bakugaiden V","Sci-Fi, Shounen",TV,50,6.7,932
1704,"Eat-Man","Action, Adventure, Sci-Fi, Shounen, Super Power",TV,12,6.7,4041
2060,"Gall Force 1: Eternal Story","Action, Adventure, Mecha, Military, Sci-Fi, Space",Movie,1,6.7,2780
840,"Narue no Sekai","Comedy, Romance, Sci-Fi",TV,12,6.7,11544
1978,"Onkyo Seimeitai Noiseman","Action, Fantasy, Sci-Fi",Movie,1,6.7,5295
1980,"Trava: Fist Planet","Action, Comedy, Mecha, Sci-Fi, Space",OVA,4,6.7,8535
7839,"UFO Robo Grendizer: Akai Yuuhi no Taiketsu","Mecha, Sci-Fi",Movie,1,6.7,252
375,"Bannou Bunka Neko-Musume (1998)","Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen",TV,12,6.69,4038
973,"Glass no Kantai: La Legende du Vent de l&#039;Univers","Adventure, Sci-Fi",TV,24,6.69,8052
3190,"Guitar wo Motta Shounen: Kikaider vs. Inazuman","Sci-Fi, Shounen",Special,1,6.69,678
4961,"Mushrambo (2008)","Action, Adventure, Fantasy, Sci-Fi",OVA,2,6.69,831
1350,"Parasite Dolls","Action, Mecha, Police, Sci-Fi",OVA,3,6.69,6156
6428,"Psychoarmor Govarian","Action, Mecha, Sci-Fi, Super Power",TV,26,6.69,352
8248,"Soukou Kihei Votoms: Case; Irvine","Action, Drama, Mecha, Military, Sci-Fi",OVA,1,6.69,1710
1005,"Star Ocean EX","Adventure, Fantasy, Sci-Fi, Shounen",TV,26,6.69,9024
925,"Transformers Headmasters","Adventure, Mecha, Sci-Fi, Shounen",TV,35,6.69,1768
744,"Trouble Chocolate","Comedy, Romance, Sci-Fi, Shounen",TV,20,6.69,2747
2356,"Amon: Devilman Mokushiroku","Demons, Horror, Psychological, Supernatural",OVA,1,6.68,7706
10693,"Appleseed XIII Remix Movie 2: Yogen","Action, Mecha, Military, Police, Sci-Fi",Movie,1,6.68,2423
32866,"Brave Witches","Action, Ecchi, Magic, Military, Sci-Fi",TV,12,6.68,19544
11103,"Busou Shinki Moon Angel","Action, Sci-Fi",ONA,10,6.68,9743
6383,"Chargeman Ken!","Action, Adventure, Sci-Fi, Shounen",TV,65,6.68,427
1676,"Cosmo Warrior Zero","Action, Adventure, Military, Sci-Fi, Space",TV,13,6.68,2613
1661,"Cutey Honey","Action, Adventure, School, Sci-Fi",TV,25,6.68,6596
1178,"Detonator Orgun","Action, Mecha, Sci-Fi",OVA,3,6.68,2809
1694,"iDOLM@STER Xenoglossia","Action, Comedy, Mecha, Sci-Fi",TV,26,6.68,15338
6796,"Kyuukyoku Choujin R","Comedy, Sci-Fi",OVA,1,6.68,492
564,"Puni Puni☆Poemii","Comedy, Magic, Sci-Fi, Shounen",OVA,2,6.68,21987
2686,"Tetsujin 28-gou","Adventure, Mecha, Sci-Fi, Shounen",TV,96,6.68,1194
33341,"Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi","Adventure, Sci-Fi",TV,12,6.68,9248
1986,"Wakusei Robo Danguard Ace","Mecha, Sci-Fi, Shounen",TV,56,6.68,488
155,"X/1999","Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural",Movie,1,6.68,23038
20533,"Z/X: Ignition","Adventure, Fantasy, Game, Sci-Fi",TV,12,6.68,24788
2028,"Zettai Muteki Raijin-Oh (1992)","Mecha, Sci-Fi, Shounen",OVA,4,6.68,224
4469,".hack//G.U. Trilogy: Parody Mode","Comedy, Fantasy, Game, Parody, Sci-Fi",Special,1,6.67,7952
1348,"Bubblegum Crash","Action, Adventure, Mecha, Sci-Fi, Shounen",OVA,3,6.67,4826
10118,"Ginga Tetsudou 999: Jikuu wo Koeta Energy no Tabi","Adventure, Drama, Sci-Fi",ONA,5,6.67,378
3436,"Meme Iroiro Yume no Tabi","Adventure, Kids, Sci-Fi",TV,127,6.67,317
5288,"RahXephon Specials","Action, Drama, Mecha, Music, Mystery, Romance, Sci-Fi",Special,2,6.67,2566
197,"Rizelmine","Comedy, Ecchi, Romance, School, Sci-Fi",TV,24,6.67,16672
3735,"Ryuuseiki Gakusaver","Action, Comedy, Mecha, Parody, School, Sci-Fi, Space",OVA,6,6.67,547
3410,"Sky Girls Specials","Comedy, Mecha, Military, Sci-Fi",Special,9,6.67,3008
9494,"Soukyuu no Fafner: Arcadian Memory","Action, Drama, Mecha, Military, Sci-Fi",OVA,2,6.67,1723
1185,"Battle Athletess Daiundoukai","Action, Comedy, Ecchi, Sci-Fi, Shounen, Space, Sports",OVA,6,6.66,3115
3035,"Chouon Senshi Borgman","Action, Demons, Sci-Fi, Shounen",TV,35,6.66,947
2696,"Crusher Joe (1989)","Action, Adventure, Sci-Fi",OVA,2,6.66,1279
21599,"Fight Ippatsu! Juuden-chan!! OVA","Comedy, Ecchi, Sci-Fi",OVA,1,6.66,1285
11307,"Ginga Patrol PJ","Drama, Military, Sci-Fi, Space",TV,26,6.66,316
32214,"Koukaku no Pandora","Action, Comedy, Ecchi, Sci-Fi",TV,12,6.66,25545
4640,"Maroko","Comedy, Sci-Fi",Movie,1,6.66,353
4387,"UFO Robo Grendizer tai Great Mazinger","Mecha, Sci-Fi",Movie,1,6.66,923
1682,"Baldr Force Exe Resolution","Action, Drama, Mecha, Sci-Fi",OVA,4,6.65,12443
16614,"Busou Shinki OVA","Action, Sci-Fi",OVA,1,6.65,4158
3522,"Choujin Locke","Action, Sci-Fi, Super Power",Movie,1,6.65,1250
1794,"Dirty Pair no Ooshoubu: Nolandia no Nazo","Action, Adventure, Comedy, Police, Sci-Fi",OVA,1,6.65,2045
1189,"Eden&#039;s Bowy","Action, Adventure, Fantasy, Romance, Sci-Fi",TV,26,6.65,4106
5883,"Examurai Sengoku","Action, Martial Arts, Samurai, Sci-Fi",TV,24,6.65,2701
2061,"Gall Force 2: Destruction","Action, Military, Sci-Fi, Space",OVA,1,6.65,1372
3433,"Go-Q-Choji Ikkiman","Sci-Fi, Sports",TV,32,6.65,295
1298,"Project A-Ko 4: Final","Action, Comedy, Mecha, Sci-Fi, Super Power",OVA,1,6.65,2467
1693,"Reideen","Action, Mecha, Sci-Fi",TV,26,6.65,5736
10687,"Saint Seiya: Legend of Sanctuary","Adventure, Fantasy, Sci-Fi, Shounen",Movie,1,6.65,10776
2699,"Uchuu Kaizoku Mito no Daibouken","Action, Comedy, Sci-Fi",TV,13,6.65,1009
4371,"Uchuu Senshi Baldios (Movie)","Action, Mecha, Sci-Fi, Space",Movie,1,6.65,451
12885,"Dynamic Super Robots Soushingekki","Action, Mecha, Sci-Fi, Shounen",Special,3,6.64,507
1733,"eX-Driver: Nina &amp; Rei Danger Zone","Action, Cars, Sci-Fi",OVA,1,6.64,2297
24695,"Gokukoku no Brynhildr Special","Comedy, Ecchi, Harem, Sci-Fi, Seinen",Special,1,6.64,20758
5153,"Kikou Kai Galient","Action, Fantasy, Mecha, Sci-Fi",TV,25,6.64,1164
4504,"Kinkyuu Hasshin Saver Kids","Action, Adventure, Comedy, Mecha, Sci-Fi",TV,50,6.64,225
31866,"Last Exile: Ginyoku no Fam Movie - Over the Wishes","Action, Adventure, Sci-Fi",Movie,1,6.64,1948
4536,"Muteki Robo Trider G7","Comedy, Mecha, Sci-Fi, Space",TV,50,6.64,350
1297,"Project A-Ko 3: Cinderella Rhapsody","Action, Comedy, Mecha, Sci-Fi, Super Power",OVA,1,6.64,2601
21353,"Tokyo ESP","Action, Comedy, Sci-Fi, Shounen, Super Power, Supernatural",TV,12,6.64,95168
32311,"Beautiful World","Action, Drama, Mecha, Music, Sci-Fi",Music,1,6.62,1215
2062,"Gall Force 3: Stardust War","Action, Military, Sci-Fi, Space",OVA,1,6.63,1281
6375,"Kagaku Ninja-tai Gatchaman F","Action, Adventure, Sci-Fi, Shounen",TV,48,6.63,810
4067,"Shin Megami Tensei Devil Children","Action, Adventure, Demons, Fantasy, Game, Kids, Magic, Sci-Fi, Supernatural",TV,50,6.63,1110
2560,"Terra e...","Action, Drama, Sci-Fi, Shounen",Movie,1,6.63,4807
55,"Arc the Lad","Action, Adventure, Fantasy, Horror, Sci-Fi",TV,26,6.62,10392
4975,"ChäoS;HEAd","Harem, Mystery, Psychological, Sci-Fi, Supernatural",TV,12,6.62,174337
33069,"Dimension W Special","Sci-Fi, Seinen",Special,1,6.62,4593
1793,"Kaze no Na wa Amnesia","Action, Dementia, Drama, Sci-Fi",Movie,1,6.62,8230
4068,"Shin Megami Tensei Devil Children: Light &amp; Dark","Action, Adventure, Demons, Fantasy, Game, Kids, Magic, Sci-Fi, Supernatural",TV,52,6.62,800
7124,"Madou King Granzort: Bouken-hen","Action, Comedy, Fantasy, Magic, Mecha, Sci-Fi, Shounen",OVA,3,6.61,196
1964,"Sakura Taisen: Ecole de Paris","Action, Adventure, Game, Harem, Mecha, Sci-Fi",OVA,3,6.61,2201
810,"Android Ana Maico 2010","Comedy, Drama, Sci-Fi, Seinen",TV,24,6.6,1896
999,"Blue Seed 2","Action, Comedy, Drama, Ecchi, Horror, Mystery, Sci-Fi, Supernatural",OVA,3,6.6,3790
9881,"Chou Supercar Gattiger","Action, Cars, Sci-Fi",TV,25,6.6,199
14317,"Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou","Sci-Fi",Special,1,6.6,5171
5165,"Macross 25th Anniversary: All That VF Macross F Version","Action, Mecha, Sci-Fi",ONA,1,6.6,2219
4209,"Mission-E","Action, Comedy, School, Sci-Fi",TV,12,6.6,3931
10808,"Mobile Suit Gundam AGE","Action, Mecha, Sci-Fi, Space",TV,49,6.6,18031
12439,"Soukou Kihei Votoms: Vol.1 Stories of the &#039;A.T. Votoms&#039;","Action, Drama, Mecha, Military, Sci-Fi",OVA,1,6.6,289
1789,"Argento Soma Special","Action, Mecha, Sci-Fi",Special,1,6.59,2508
25457,"Avengers Confidential: Black Widow to Punisher","Action, Sci-Fi, Seinen",Movie,1,6.59,1742
7336,"Cyborg 009: Chou Ginga Densetsu","Action, Sci-Fi, Space",Movie,1,6.59,1003
3154,"Gatchaman","Action, Adventure, Martial Arts, Sci-Fi, Shounen, Super Power",OVA,3,6.59,1407
30721,"Hacka Doll The Animation","Comedy, Sci-Fi",TV,13,6.59,19502
5164,"Macross 25th Anniversary: All That VF Macross Zero Version","Action, Mecha, Sci-Fi",ONA,1,6.59,2062
1854,"Rockman Hoshi ni Negai wo","Action, Adventure, Sci-Fi",OVA,3,6.59,1979
562,"Sakura Taisen: Le Nouveau Paris","Adventure, Mecha, Sci-Fi, Shounen",OVA,3,6.59,1608
1746,"Zoids Fuzors","Adventure, Mecha, Sci-Fi, Shounen",TV,26,6.59,7087
32301,"Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd","Comedy, Mecha, Police, Sci-Fi",TV,12,6.58,10517
1666,"Babel Nisei (1973)","Adventure, Sci-Fi, Shounen, Supernatural",TV,39,6.58,655
8375,"Chogattai Majutsu Robot Ginguiser","Adventure, Mecha, Sci-Fi, Shounen",TV,26,6.58,409
1396,"Future GPX Cyber Formula: Early Days Renewal","Drama, Sci-Fi, Shounen, Sports",OVA,2,6.58,338
8215,"Genji Tsuushin Agedama","Action, Comedy, Parody, Sci-Fi",TV,51,6.58,477
6374,"Kagaku Ninja-tai Gatchaman II","Action, Adventure, Sci-Fi, Shounen",TV,52,6.58,903
3609,"Kikou Kantai Dairugger XV","Action, Adventure, Mecha, Sci-Fi, Shounen",TV,52,6.58,1121
1879,"Midnight Eye: Gokuu","Action, Mystery, Sci-Fi, Seinen",OVA,1,6.58,2670
9376,"Yamato Takeru: After War","Action, Adventure, Fantasy, Magic, Mecha, Sci-Fi, Shounen, Space",OVA,2,6.58,243
1600,"Galaxy Angel Rune","Comedy, Sci-Fi",TV,13,6.57,3551
1159,"Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa","Adventure, Comedy, Sci-Fi, Shounen",OVA,4,6.57,984
4933,"Muu no Hakugei","Action, Fantasy, Sci-Fi",TV,26,6.57,344
685,"To Heart: Remember My Memories","Drama, Harem, Romance, School, Sci-Fi, Slice of Life",TV,13,6.57,5752
1981,"Twilight Q","Mystery, Psychological, Sci-Fi",OVA,2,6.57,2962
9479,"Coppelion","Action, Sci-Fi, Seinen",TV,13,6.56,76291
16702,"Doraemon: Nobita to Mirai Note","Adventure, Fantasy, Kids, Sci-Fi, Shounen",OVA,1,6.56,271
7157,"Dr. Slump Movie 07: Arale-chan N-cha! Penguin Mura yori Ai wo Komete","Comedy, Sci-Fi, Shounen",Movie,1,6.56,575
12429,"Last Exile: Ginyoku no Fam Recaps","Action, Adventure, Sci-Fi",Special,2,6.56,4621
1495,"Maetel Legend","Drama, Sci-Fi, Space",OVA,2,6.56,1974
2234,"Panda-Z: The Robonimation","Action, Comedy, Kids, Mecha, Parody, Sci-Fi, Shounen",TV,30,6.56,1358
14675,"Rinne no Lagrange: Kamogawa Memoria","Action, Comedy, Mecha, Sci-Fi",Special,1,6.56,1787
3075,"Tondera House no Daibouken","Adventure, Historical, Sci-Fi",TV,52,6.56,630
14283,"Vividred Operation","Action, Ecchi, Sci-Fi",TV,12,6.56,45869
6452,"Akuu Daisakusen Srungle","Action, Mecha, Sci-Fi",TV,53,6.55,518
5070,"Beast Wars Second Chou Seimeitai Transformers","Action, Mecha, Sci-Fi",TV,43,6.55,1327
2312,"Daishizen no Majuu: Bagi","Action, Romance, Sci-Fi",Movie,1,6.55,1479
1537,"Genshi Shounen Ryuu","Action, Adventure, Romance, Sci-Fi, Shounen",TV,22,6.55,731
1574,"Get Ride! AMDriver","Adventure, Mecha, Sci-Fi, Shounen",TV,51,6.55,1061
888,"Megami Kouhosei","Action, Mecha, Military, Sci-Fi, Space",TV,12,6.55,14757
